chr,model,cell,corr,mse,count
chr18,iDNA-ABT,Colon-Right-Epithelial,0.4174358495,0.07224178894,685436
chr19,iDNA-ABT,Colon-Right-Epithelial,0.4506819371,0.1052657396,1041760
chr2,iDNA-ABT,Colon-Right-Epithelial,0.4683513369,0.07300880979,2147835
chr20,iDNA-ABT,Colon-Right-Epithelial,0.4690928717,0.08346599763,737573
chr21,iDNA-ABT,Colon-Right-Epithelial,0.3917798277,0.0790516388,379279
chr22,iDNA-ABT,Colon-Right-Epithelial,0.4604214824,0.08740700694,582689
chr3,iDNA-ABT,Colon-Right-Epithelial,0.473008051,0.07070538998,1630058
chr4,iDNA-ABT,Colon-Right-Epithelial,0.4424609291,0.07128926025,1459572
chr5,iDNA-ABT,Colon-Right-Epithelial,0.4631331369,0.0723467653,1483925
chr6,iDNA-ABT,Colon-Right-Epithelial,0.4600057787,0.07691465535,1476250
chr7,iDNA-ABT,Colon-Right-Epithelial,0.4479921633,0.07576050009,1547572
chr8,iDNA-ABT,Colon-Right-Epithelial,0.4575350104,0.07283177189,1285314
chr9,iDNA-ABT,Colon-Right-Epithelial,0.4726850701,0.08017993587,1184041
chrX,iDNA-ABT,Colon-Right-Epithelial,0.4379440787,0.06967409436,1134294
chr1,iDNA-ABT,Cortex-Neuron,0.5738640957,0.05639842906,2256474
chr10,iDNA-ABT,Cortex-Neuron,0.5348481741,0.05261451572,1340330
chr11,iDNA-ABT,Cortex-Neuron,0.5301978726,0.0586724707,1286388
chr12,iDNA-ABT,Cortex-Neuron,0.5156141825,0.05687784684,1276823
chr13,iDNA-ABT,Cortex-Neuron,0.5167732375,0.04694581213,800643
chr14,iDNA-ABT,Cortex-Neuron,0.5580802005,0.05559995658,850100
chr15,iDNA-ABT,Cortex-Neuron,0.5671039293,0.05519236032,841652
chr16,iDNA-ABT,Cortex-Neuron,0.5328517006,0.0592429315,1072030
chr17,iDNA-ABT,Cortex-Neuron,0.574922492,0.0648682197,1158175
chr18,iDNA-ABT,Cortex-Neuron,0.4608872592,0.05237394381,682559
chr19,iDNA-ABT,Cortex-Neuron,0.5316531607,0.07797296695,1040810
chr2,iDNA-ABT,Cortex-Neuron,0.5354598363,0.05048624809,2140331
chr20,iDNA-ABT,Cortex-Neuron,0.5389774098,0.05789901815,735392
chr21,iDNA-ABT,Cortex-Neuron,0.4814139193,0.0552714238,378590
chr22,iDNA-ABT,Cortex-Neuron,0.5431079892,0.06018335604,581453
chr3,iDNA-ABT,Cortex-Neuron,0.5453410458,0.04866125335,1624350
chr4,iDNA-ABT,Cortex-Neuron,0.5128562786,0.04805806081,1457370
chr5,iDNA-ABT,Cortex-Neuron,0.5403548459,0.05030992927,1479686
chr6,iDNA-ABT,Cortex-Neuron,0.5308388424,0.05417173484,1475155
chr7,iDNA-ABT,Cortex-Neuron,0.5102481146,0.05356990999,1544777
chr8,iDNA-ABT,Cortex-Neuron,0.5320465938,0.04904335072,1281321
chr9,iDNA-ABT,Cortex-Neuron,0.5371716471,0.05599478936,1175473
chrX,iDNA-ABT,Cortex-Neuron,0.4937066597,0.0507776442,1129148
chr1,iDNA-ABT,Dermal-Fibroblasts,0.5327807226,0.06841302292,2263498
chr10,iDNA-ABT,Dermal-Fibroblasts,0.4956836443,0.06448297527,1344971
chr11,iDNA-ABT,Dermal-Fibroblasts,0.4932359466,0.07055420036,1287400
chr12,iDNA-ABT,Dermal-Fibroblasts,0.4959433542,0.06710880029,1279390
chr13,iDNA-ABT,Dermal-Fibroblasts,0.4616444147,0.0616028523,801994
chr14,iDNA-ABT,Dermal-Fibroblasts,0.5124653941,0.06712137071,851482
chr15,iDNA-ABT,Dermal-Fibroblasts,0.5310805821,0.06642271536,846230
chr16,iDNA-ABT,Dermal-Fibroblasts,0.4870925965,0.07045284822,1076154
chr17,iDNA-ABT,Dermal-Fibroblasts,0.5477312017,0.07355035669,1162050
chr18,iDNA-ABT,Dermal-Fibroblasts,0.4399603299,0.0638731985,685427
chr19,iDNA-ABT,Dermal-Fibroblasts,0.5006666741,0.08632242036,1041772
chr2,iDNA-ABT,Dermal-Fibroblasts,0.494927021,0.06210953295,2146430
chr20,iDNA-ABT,Dermal-Fibroblasts,0.5063471184,0.07055884639,736978
chr21,iDNA-ABT,Dermal-Fibroblasts,0.450502052,0.06754916734,379566
chr22,iDNA-ABT,Dermal-Fibroblasts,0.5017058934,0.07145556873,584240
chr3,iDNA-ABT,Dermal-Fibroblasts,0.5101194194,0.06049339213,1629687
chr4,iDNA-ABT,Dermal-Fibroblasts,0.4705713634,0.06078236565,1459970
chr5,iDNA-ABT,Dermal-Fibroblasts,0.4954131155,0.06242443028,1483987
chr6,iDNA-ABT,Dermal-Fibroblasts,0.493694519,0.06510733703,1475702
chr7,iDNA-ABT,Dermal-Fibroblasts,0.4730147025,0.06473306293,1549177
chr8,iDNA-ABT,Dermal-Fibroblasts,0.4798355868,0.0637044474,1282711
chr9,iDNA-ABT,Dermal-Fibroblasts,0.499773435,0.06705159137,1184169
chrX,iDNA-ABT,Dermal-Fibroblasts,0.4582052817,0.0649229434,1133888
chr1,iDNA-ABT,Epidermal-Keratinocytes,0.441643883,0.08110037368,2264270
chr10,iDNA-ABT,Epidermal-Keratinocytes,0.4206075744,0.0739474035,1343595
chr11,iDNA-ABT,Epidermal-Keratinocytes,0.418948482,0.08145924604,1287013
chr12,iDNA-ABT,Epidermal-Keratinocytes,0.4146735736,0.07666244672,1276389
chr13,iDNA-ABT,Epidermal-Keratinocytes,0.3765132827,0.06853154978,801575
chr14,iDNA-ABT,Epidermal-Keratinocytes,0.4229030203,0.07779920402,851521
chr15,iDNA-ABT,Epidermal-Keratinocytes,0.4491755742,0.07706708022,844907
chr16,iDNA-ABT,Epidermal-Keratinocytes,0.4179465647,0.08156427569,1076220
chr17,iDNA-ABT,Epidermal-Keratinocytes,0.4645022327,0.08955781144,1162035
chr18,iDNA-ABT,Epidermal-Keratinocytes,0.3898193853,0.06888538487,685245
chr19,iDNA-ABT,Epidermal-Keratinocytes,0.4204256102,0.1012584803,1041679
chr2,iDNA-ABT,Epidermal-Keratinocytes,0.4175261457,0.07166742118,2146027
chr20,iDNA-ABT,Epidermal-Keratinocytes,0.434119194,0.08103464195,736475
chr21,iDNA-ABT,Epidermal-Keratinocytes,0.3666571856,0.07735337854,380724
chr22,iDNA-ABT,Epidermal-Keratinocytes,0.421913127,0.08482347577,584008
chr3,iDNA-ABT,Epidermal-Keratinocytes,0.4176962595,0.06961931437,1629809
chr4,iDNA-ABT,Epidermal-Keratinocytes,0.3885179165,0.06764685159,1460795
chr5,iDNA-ABT,Epidermal-Keratinocytes,0.4004490698,0.07109964509,1482475
chr6,iDNA-ABT,Epidermal-Keratinocytes,0.4032143148,0.07577294171,1475395
chr7,iDNA-ABT,Epidermal-Keratinocytes,0.3993860985,0.07329400761,1546692
chr8,iDNA-ABT,Epidermal-Keratinocytes,0.4050378544,0.0710594729,1283521
chr9,iDNA-ABT,Epidermal-Keratinocytes,0.4314288548,0.07736610862,1184719
chrX,iDNA-ABT,Epidermal-Keratinocytes,0.3704608105,0.0692493246,1133385
chr1,iDNA-ABT,Fallopian-Epithelial,0.5212351148,0.07874231834,2266833
chr10,iDNA-ABT,Fallopian-Epithelial,0.4852331492,0.07405731444,1345778
chr11,iDNA-ABT,Fallopian-Epithelial,0.4921124837,0.08093839322,1288496
chr12,iDNA-ABT,Fallopian-Epithelial,0.4858431064,0.07642337169,1279805
chr13,iDNA-ABT,Fallopian-Epithelial,0.4566013237,0.06778029338,802435
chr14,iDNA-ABT,Fallopian-Epithelial,0.5079157574,0.07661609677,851788
chr15,iDNA-ABT,Fallopian-Epithelial,0.5236650764,0.07532313283,846905
chr16,iDNA-ABT,Fallopian-Epithelial,0.4883842161,0.08050179198,1076798
chr17,iDNA-ABT,Fallopian-Epithelial,0.5353658324,0.0871774828,1163299
chr18,iDNA-ABT,Fallopian-Epithelial,0.4428265651,0.07065689645,685772
chr19,iDNA-ABT,Fallopian-Epithelial,0.5016117436,0.0974306965,1042386
chr2,iDNA-ABT,Fallopian-Epithelial,0.4930019458,0.07027458285,2148358
chr20,iDNA-ABT,Fallopian-Epithelial,0.5024968471,0.07979802832,737492
chr21,iDNA-ABT,Fallopian-Epithelial,0.4393238215,0.07641844166,380915
chr22,iDNA-ABT,Fallopian-Epithelial,0.4917042274,0.08461163736,583616
chr3,iDNA-ABT,Fallopian-Epithelial,0.4968648208,0.06862705747,1628031
chr4,iDNA-ABT,Fallopian-Epithelial,0.4721092789,0.06684952862,1460848
chr5,iDNA-ABT,Fallopian-Epithelial,0.4890874083,0.07029388818,1484567
chr6,iDNA-ABT,Fallopian-Epithelial,0.4840083606,0.07497723549,1476961
chr7,iDNA-ABT,Fallopian-Epithelial,0.4798505996,0.07191538134,1548530
chr8,iDNA-ABT,Fallopian-Epithelial,0.4795131173,0.07113054631,1285389
chr9,iDNA-ABT,Fallopian-Epithelial,0.5024280422,0.07685552931,1184924
chrX,iDNA-ABT,Fallopian-Epithelial,0.3603312785,0.05525997839,1137587
chr1,iDNA-ABT,Gallbladder-Epithelial,0.5220826196,0.08111752533,2263483
chr10,iDNA-ABT,Gallbladder-Epithelial,0.4886791067,0.07432127501,1344679
chr11,iDNA-ABT,Gallbladder-Epithelial,0.4952168618,0.08297490512,1289202
chr12,iDNA-ABT,Gallbladder-Epithelial,0.4914435978,0.07621076094,1278134
chr13,iDNA-ABT,Gallbladder-Epithelial,0.4593618813,0.06841977518,801932
chr14,iDNA-ABT,Gallbladder-Epithelial,0.5094106732,0.07795528244,851419
chr15,iDNA-ABT,Gallbladder-Epithelial,0.5236260363,0.07696561425,845935
chr16,iDNA-ABT,Gallbladder-Epithelial,0.4879808762,0.08300261761,1075977
chr17,iDNA-ABT,Gallbladder-Epithelial,0.5336362924,0.09035854375,1161406
chr18,iDNA-ABT,Gallbladder-Epithelial,0.4446893287,0.0713058915,684134
chr19,iDNA-ABT,Gallbladder-Epithelial,0.5045571727,0.09963734242,1041936
chr2,iDNA-ABT,Gallbladder-Epithelial,0.4958474547,0.07205999942,2146072
chr20,iDNA-ABT,Gallbladder-Epithelial,0.5056661244,0.08023925854,736783
chr21,iDNA-ABT,Gallbladder-Epithelial,0.4396683939,0.07771101073,379936
chr22,iDNA-ABT,Gallbladder-Epithelial,0.4840567346,0.0868729546,584560
chr3,iDNA-ABT,Gallbladder-Epithelial,0.498788256,0.06952471742,1629403
chr4,iDNA-ABT,Gallbladder-Epithelial,0.4709194981,0.06809400641,1458512
chr5,iDNA-ABT,Gallbladder-Epithelial,0.4975321555,0.07094487431,1482863
chr6,iDNA-ABT,Gallbladder-Epithelial,0.4855351162,0.0761234867,1475710
chr7,iDNA-ABT,Gallbladder-Epithelial,0.4761386855,0.07397599655,1548801
chr8,iDNA-ABT,Gallbladder-Epithelial,0.4826174748,0.07095630101,1282326
chr9,iDNA-ABT,Gallbladder-Epithelial,0.4999961821,0.07852565167,1183023
chrX,iDNA-ABT,Gallbladder-Epithelial,0.399435206,0.05057751471,1136940
chr1,iDNA-ABT,Gastric-fundus-Epithelial,0.4567750228,0.08655334433,2264676
chr10,iDNA-ABT,Gastric-fundus-Epithelial,0.428697375,0.07910090519,1345666
chr11,iDNA-ABT,Gastric-fundus-Epithelial,0.4233268968,0.08796400502,1290068
chr12,iDNA-ABT,Gastric-fundus-Epithelial,0.4264277969,0.0820630776,1279621
chr13,iDNA-ABT,Gastric-fundus-Epithelial,0.4019411775,0.07248798502,802144
chr14,iDNA-ABT,Gastric-fundus-Epithelial,0.4444844135,0.08306015068,851527
chr15,iDNA-ABT,Gastric-fundus-Epithelial,0.4621971211,0.08177227245,846213
chr16,iDNA-ABT,Gastric-fundus-Epithelial,0.4273326234,0.08631802336,1076723
chr17,iDNA-ABT,Gastric-fundus-Epithelial,0.4754555826,0.09536448196,1163647
chr18,iDNA-ABT,Gastric-fundus-Epithelial,0.3870381303,0.07483434871,685995
chr19,iDNA-ABT,Gastric-fundus-Epithelial,0.4377211768,0.1058698651,1041986
chr2,iDNA-ABT,Gastric-fundus-Epithelial,0.424034055,0.07666746248,2147322
chr20,iDNA-ABT,Gastric-fundus-Epithelial,0.4399229895,0.08612682649,737928
chr21,iDNA-ABT,Gastric-fundus-Epithelial,0.3691995099,0.08086939698,379852
chr22,iDNA-ABT,Gastric-fundus-Epithelial,0.4501712106,0.08765544795,582826
chr3,iDNA-ABT,Gastric-fundus-Epithelial,0.4297117196,0.07573489087,1627855
chr4,iDNA-ABT,Gastric-fundus-Epithelial,0.4050437882,0.07395972211,1460312
chr5,iDNA-ABT,Gastric-fundus-Epithelial,0.4229335099,0.0773591905,1483121
chr6,iDNA-ABT,Gastric-fundus-Epithelial,0.418109866,0.08144794758,1477447
chr7,iDNA-ABT,Gastric-fundus-Epithelial,0.4116517947,0.07773711294,1548629
chr8,iDNA-ABT,Gastric-fundus-Epithelial,0.4178920906,0.07679919699,1284835
chr9,iDNA-ABT,Gastric-fundus-Epithelial,0.4325108119,0.08289210671,1185506
chrX,iDNA-ABT,Gastric-fundus-Epithelial,0.3504865711,0.05853862088,1137282
chr1,iDNA-ABT,Heart-Cardiomyocyte,0.394427454,0.09561936941,2216484
chr10,iDNA-ABT,Heart-Cardiomyocyte,0.3802484992,0.08966763693,1321419
chr11,iDNA-ABT,Heart-Cardiomyocyte,0.3786679793,0.09586747323,1264244
chr12,iDNA-ABT,Heart-Cardiomyocyte,0.3751474715,0.09221259127,1255965
chr13,iDNA-ABT,Heart-Cardiomyocyte,0.3472512991,0.08240020016,789933
chr14,iDNA-ABT,Heart-Cardiomyocyte,0.3858770183,0.09245258016,837060
chr15,iDNA-ABT,Heart-Cardiomyocyte,0.406608375,0.09196679945,826061
chr16,iDNA-ABT,Heart-Cardiomyocyte,0.3703979791,0.09617938532,1049750
chr17,iDNA-ABT,Heart-Cardiomyocyte,0.4210806344,0.1023370164,1135615
chr18,iDNA-ABT,Heart-Cardiomyocyte,0.3575455103,0.08416308486,669763
chr19,iDNA-ABT,Heart-Cardiomyocyte,0.3755331218,0.1162957958,1018909
chr2,iDNA-ABT,Heart-Cardiomyocyte,0.3844753066,0.08581167767,2109489
chr20,iDNA-ABT,Heart-Cardiomyocyte,0.3847058012,0.09522604589,724551
chr21,iDNA-ABT,Heart-Cardiomyocyte,0.3275415935,0.08916006857,371829
chr22,iDNA-ABT,Heart-Cardiomyocyte,0.367445075,0.1000630223,567975
chr3,iDNA-ABT,Heart-Cardiomyocyte,0.3778654786,0.0842206337,1604263
chr4,iDNA-ABT,Heart-Cardiomyocyte,0.346346365,0.08282873785,1436702
chr5,iDNA-ABT,Heart-Cardiomyocyte,0.3697395051,0.08724367752,1458972
chr6,iDNA-ABT,Heart-Cardiomyocyte,0.3678717086,0.09073051351,1453421
chr7,iDNA-ABT,Heart-Cardiomyocyte,0.3630887102,0.0888387062,1515672
chr8,iDNA-ABT,Heart-Cardiomyocyte,0.3655844907,0.08552969825,1263228
chr9,iDNA-ABT,Heart-Cardiomyocyte,0.3869830352,0.09223947179,1151883
chrX,iDNA-ABT,Heart-Cardiomyocyte,0.2206832289,0.08158333477,1118873
chr1,iDNA-ABT,Heart-Fibroblasts,0.4091113587,0.09433596587,2250148
chr10,iDNA-ABT,Heart-Fibroblasts,0.3793632385,0.09242812604,1339708
chr11,iDNA-ABT,Heart-Fibroblasts,0.3804272915,0.09479973513,1281012
chr12,iDNA-ABT,Heart-Fibroblasts,0.3901470735,0.09208523087,1273833
chr13,iDNA-ABT,Heart-Fibroblasts,0.3540795446,0.08889252116,799505
chr14,iDNA-ABT,Heart-Fibroblasts,0.3951468842,0.0968049449,848440
chr15,iDNA-ABT,Heart-Fibroblasts,0.4107155216,0.09168861104,840778
chr16,iDNA-ABT,Heart-Fibroblasts,0.3620369777,0.09866995169,1070757
chr17,iDNA-ABT,Heart-Fibroblasts,0.4358089955,0.09559081408,1155245
chr18,iDNA-ABT,Heart-Fibroblasts,0.3363006817,0.09161060854,679689
chr19,iDNA-ABT,Heart-Fibroblasts,0.378868247,0.1043194859,1036736
chr2,iDNA-ABT,Heart-Fibroblasts,0.3693162582,0.09231294635,2138006
chr20,iDNA-ABT,Heart-Fibroblasts,0.3887185743,0.09545011967,734144
chr21,iDNA-ABT,Heart-Fibroblasts,0.3222939836,0.09610822401,377841
chr22,iDNA-ABT,Heart-Fibroblasts,0.4059461488,0.0937370125,580076
chr3,iDNA-ABT,Heart-Fibroblasts,0.3897286339,0.08912863056,1622821
chr4,iDNA-ABT,Heart-Fibroblasts,0.3556594803,0.09181291888,1454461
chr5,iDNA-ABT,Heart-Fibroblasts,0.3693272804,0.09458408398,1478098
chr6,iDNA-ABT,Heart-Fibroblasts,0.377872655,0.09270852321,1470849
chr7,iDNA-ABT,Heart-Fibroblasts,0.3579373892,0.09270097842,1540685
chr8,iDNA-ABT,Heart-Fibroblasts,0.3563075158,0.0954754143,1279911
chr9,iDNA-ABT,Heart-Fibroblasts,0.3792093204,0.09333342084,1175719
chrX,iDNA-ABT,Heart-Fibroblasts,0.3506019403,0.1050778446,1126768
chr1,iDNA-ABT,Kidney-Tubular-Endothel,0.542086002,0.06821497969,2261085
chr10,iDNA-ABT,Kidney-Tubular-Endothel,0.5099345383,0.06376811122,1343469
chr11,iDNA-ABT,Kidney-Tubular-Endothel,0.5021632907,0.07030300139,1284849
chr12,iDNA-ABT,Kidney-Tubular-Endothel,0.4968464652,0.06719953868,1278027
chr13,iDNA-ABT,Kidney-Tubular-Endothel,0.4778233411,0.05887841891,801148
chr14,iDNA-ABT,Kidney-Tubular-Endothel,0.5231622703,0.0664401739,850159
chr15,iDNA-ABT,Kidney-Tubular-Endothel,0.5478811072,0.06514437984,844318
chr16,iDNA-ABT,Kidney-Tubular-Endothel,0.5036460724,0.06974593306,1074197
chr17,iDNA-ABT,Kidney-Tubular-Endothel,0.5518996949,0.0755902566,1159556
chr18,iDNA-ABT,Kidney-Tubular-Endothel,0.4534484251,0.06103655037,683774
chr19,iDNA-ABT,Kidney-Tubular-Endothel,0.5136632257,0.08858974357,1039546
chr2,iDNA-ABT,Kidney-Tubular-Endothel,0.5090633002,0.06123660715,2143892
chr20,iDNA-ABT,Kidney-Tubular-Endothel,0.5197399512,0.07013841514,735376
chr21,iDNA-ABT,Kidney-Tubular-Endothel,0.4303836354,0.0671456786,380002
chr22,iDNA-ABT,Kidney-Tubular-Endothel,0.5081066807,0.07210383627,582516
chr3,iDNA-ABT,Kidney-Tubular-Endothel,0.5183817151,0.05902881114,1627601
chr4,iDNA-ABT,Kidney-Tubular-Endothel,0.4845336965,0.05848817277,1458760
chr5,iDNA-ABT,Kidney-Tubular-Endothel,0.5076420636,0.0615351449,1481935
chr6,iDNA-ABT,Kidney-Tubular-Endothel,0.5035095164,0.06559671886,1475639
chr7,iDNA-ABT,Kidney-Tubular-Endothel,0.4937174178,0.06301709142,1543866
chr8,iDNA-ABT,Kidney-Tubular-Endothel,0.4962713303,0.06122725321,1282811
chr9,iDNA-ABT,Kidney-Tubular-Endothel,0.5168022371,0.06654242571,1181509
chrX,iDNA-ABT,Kidney-Tubular-Endothel,0.393993637,0.05442427593,1135754
chr1,iDNA-ABT,Liver-Hepatocytes,0.451884045,0.07776042892,2264784
chr10,iDNA-ABT,Liver-Hepatocytes,0.4370042496,0.07138383143,1343309
chr11,iDNA-ABT,Liver-Hepatocytes,0.4161770624,0.07911754045,1289883
chr12,iDNA-ABT,Liver-Hepatocytes,0.4229682929,0.07491727212,1276237
chr13,iDNA-ABT,Liver-Hepatocytes,0.3892940995,0.06727219398,801884
chr14,iDNA-ABT,Liver-Hepatocytes,0.4325044395,0.07556349367,851356
chr15,iDNA-ABT,Liver-Hepatocytes,0.4650031678,0.07364926082,845581
chr16,iDNA-ABT,Liver-Hepatocytes,0.4270099993,0.07934580689,1076008
chr17,iDNA-ABT,Liver-Hepatocytes,0.4806651881,0.08466396042,1163008
chr18,iDNA-ABT,Liver-Hepatocytes,0.4013602554,0.06655411965,685093
chr19,iDNA-ABT,Liver-Hepatocytes,0.4257124245,0.098271949,1042101
chr2,iDNA-ABT,Liver-Hepatocytes,0.4295615087,0.06973147457,2146303
chr20,iDNA-ABT,Liver-Hepatocytes,0.4459698196,0.07689190394,738233
chr21,iDNA-ABT,Liver-Hepatocytes,0.3887711136,0.07395294124,379551
chr22,iDNA-ABT,Liver-Hepatocytes,0.455804247,0.07905379329,584083
chr3,iDNA-ABT,Liver-Hepatocytes,0.4228884497,0.06863252541,1628140
chr4,iDNA-ABT,Liver-Hepatocytes,0.3829849443,0.06909851572,1461127
chr5,iDNA-ABT,Liver-Hepatocytes,0.4125279203,0.07131182354,1482930
chr6,iDNA-ABT,Liver-Hepatocytes,0.4112686625,0.07493957674,1476533
chr7,iDNA-ABT,Liver-Hepatocytes,0.4107811185,0.07179768954,1547601
chr8,iDNA-ABT,Liver-Hepatocytes,0.410603464,0.0694866755,1283144
chr9,iDNA-ABT,Liver-Hepatocytes,0.4354794789,0.07555160215,1183218
chrX,iDNA-ABT,Liver-Hepatocytes,0.3691718522,0.07025994718,1134858
chr1,iDNA-ABT,Lung-Alveolar-Epithelial,0.5422626745,0.07237835914,2266875
chr10,iDNA-ABT,Lung-Alveolar-Epithelial,0.5118953141,0.0673655555,1346342
chr11,iDNA-ABT,Lung-Alveolar-Epithelial,0.516908925,0.07342552426,1291197
chr12,iDNA-ABT,Lung-Alveolar-Epithelial,0.5106669088,0.07047054936,1280808
chr13,iDNA-ABT,Lung-Alveolar-Epithelial,0.4844399339,0.06216248026,802150
chr14,iDNA-ABT,Lung-Alveolar-Epithelial,0.5324243951,0.06970625914,852011
chr15,iDNA-ABT,Lung-Alveolar-Epithelial,0.5463238629,0.0691008889,846904
chr16,iDNA-ABT,Lung-Alveolar-Epithelial,0.5039089819,0.07459158401,1077407
chr17,iDNA-ABT,Lung-Alveolar-Epithelial,0.5538138766,0.08034541269,1164228
chr18,iDNA-ABT,Lung-Alveolar-Epithelial,0.4780826642,0.06401825963,686181
chr19,iDNA-ABT,Lung-Alveolar-Epithelial,0.5082507931,0.09187764764,1043195
chr2,iDNA-ABT,Lung-Alveolar-Epithelial,0.5219781603,0.0644572914,2149325
chr20,iDNA-ABT,Lung-Alveolar-Epithelial,0.5297728589,0.07282827738,737933
chr21,iDNA-ABT,Lung-Alveolar-Epithelial,0.452862566,0.07041932367,380172
chr22,iDNA-ABT,Lung-Alveolar-Epithelial,0.5034681693,0.07660864275,583777
chr3,iDNA-ABT,Lung-Alveolar-Epithelial,0.5215618827,0.06366803222,1630687
chr4,iDNA-ABT,Lung-Alveolar-Epithelial,0.4957987844,0.06197307344,1461754
chr5,iDNA-ABT,Lung-Alveolar-Epithelial,0.5195143023,0.06360221488,1484648
chr6,iDNA-ABT,Lung-Alveolar-Epithelial,0.5084221238,0.06872364993,1477651
chr7,iDNA-ABT,Lung-Alveolar-Epithelial,0.4960105471,0.06747236484,1549133
chr8,iDNA-ABT,Lung-Alveolar-Epithelial,0.5065048746,0.06464992786,1285294
chr9,iDNA-ABT,Lung-Alveolar-Epithelial,0.5252340878,0.06988879725,1187765
chrX,iDNA-ABT,Lung-Alveolar-Epithelial,0.490703991,0.06190817083,1135700
chr1,iDNA-ABT,Lung-Bronchus-Epithelial,0.5257026591,0.07890347226,2265357
chr10,iDNA-ABT,Lung-Bronchus-Epithelial,0.498979439,0.0722434523,1344188
chr11,iDNA-ABT,Lung-Bronchus-Epithelial,0.4996132203,0.08004782081,1288253
chr12,iDNA-ABT,Lung-Bronchus-Epithelial,0.4905950926,0.0759076078,1279887
chr13,iDNA-ABT,Lung-Bronchus-Epithelial,0.4705848588,0.06671224241,802062
chr14,iDNA-ABT,Lung-Bronchus-Epithelial,0.5183170189,0.07462911926,850707
chr15,iDNA-ABT,Lung-Bronchus-Epithelial,0.5347479721,0.07377489714,846466
chr16,iDNA-ABT,Lung-Bronchus-Epithelial,0.4991013205,0.07820538685,1076829
chr17,iDNA-ABT,Lung-Bronchus-Epithelial,0.5409944827,0.08665713439,1163507
chr18,iDNA-ABT,Lung-Bronchus-Epithelial,0.4627047604,0.06873352633,684344
chr19,iDNA-ABT,Lung-Bronchus-Epithelial,0.5073045576,0.09663606236,1042445
chr2,iDNA-ABT,Lung-Bronchus-Epithelial,0.502230378,0.07004093055,2147018
chr20,iDNA-ABT,Lung-Bronchus-Epithelial,0.5127835068,0.07768971688,738478
chr21,iDNA-ABT,Lung-Bronchus-Epithelial,0.4568827604,0.07412711937,380750
chr22,iDNA-ABT,Lung-Bronchus-Epithelial,0.500142366,0.08156598037,583596
chr3,iDNA-ABT,Lung-Bronchus-Epithelial,0.5034210011,0.06894378975,1629412
chr4,iDNA-ABT,Lung-Bronchus-Epithelial,0.4804043801,0.0669454802,1460875
chr5,iDNA-ABT,Lung-Bronchus-Epithelial,0.5015054457,0.06889484777,1483601
chr6,iDNA-ABT,Lung-Bronchus-Epithelial,0.4883381298,0.0747791777,1477367
chr7,iDNA-ABT,Lung-Bronchus-Epithelial,0.486914469,0.0717486156,1546186
chr8,iDNA-ABT,Lung-Bronchus-Epithelial,0.4945806256,0.06892680872,1282961
chr9,iDNA-ABT,Lung-Bronchus-Epithelial,0.5118363554,0.0751064747,1183744
chrX,iDNA-ABT,Lung-Bronchus-Epithelial,0.4390320205,0.04632509426,1137272
chr1,iDNA-ABT,Oligodendrocytes,0.4743062353,0.0747631034,2258544
chr10,iDNA-ABT,Oligodendrocytes,0.4516942856,0.06986302046,1338387
chr11,iDNA-ABT,Oligodendrocytes,0.4450686717,0.07639076887,1287073
chr12,iDNA-ABT,Oligodendrocytes,0.4506348007,0.07183665622,1277562
chr13,iDNA-ABT,Oligodendrocytes,0.4207855979,0.0615821597,799667
chr14,iDNA-ABT,Oligodendrocytes,0.451074945,0.07399975553,849933
chr15,iDNA-ABT,Oligodendrocytes,0.4810155815,0.07181274993,841595
chr16,iDNA-ABT,Oligodendrocytes,0.4527829939,0.0764791708,1072063
chr17,iDNA-ABT,Oligodendrocytes,0.4884382468,0.08484408031,1158687
chr18,iDNA-ABT,Oligodendrocytes,0.4377532384,0.06301670753,684469
chr19,iDNA-ABT,Oligodendrocytes,0.431117454,0.09772923069,1041258
chr2,iDNA-ABT,Oligodendrocytes,0.4598832225,0.06560338584,2141977
chr20,iDNA-ABT,Oligodendrocytes,0.463385258,0.0755720582,737817
chr21,iDNA-ABT,Oligodendrocytes,0.3911166767,0.07171935357,379286
chr22,iDNA-ABT,Oligodendrocytes,0.445014142,0.07905129762,580459
chr3,iDNA-ABT,Oligodendrocytes,0.4553186262,0.06347340094,1626078
chr4,iDNA-ABT,Oligodendrocytes,0.4222681181,0.06191123491,1459127
chr5,iDNA-ABT,Oligodendrocytes,0.4401562144,0.0664022789,1480801
chr6,iDNA-ABT,Oligodendrocytes,0.4353714926,0.07082902151,1475886
chr7,iDNA-ABT,Oligodendrocytes,0.4306200628,0.06877641374,1543470
chr8,iDNA-ABT,Oligodendrocytes,0.445205685,0.06404291138,1280858
chr9,iDNA-ABT,Oligodendrocytes,0.463121791,0.07231176596,1177382
chrX,iDNA-ABT,Oligodendrocytes,0.3985258531,0.06414652456,1131081
chr1,iDNA-ABT,Ovary-Epithelial,0.4332675631,0.0915654767,2258270
chr10,iDNA-ABT,Ovary-Epithelial,0.3862657185,0.09018297009,1341794
chr11,iDNA-ABT,Ovary-Epithelial,0.3891856915,0.09745293466,1285595
chr12,iDNA-ABT,Ovary-Epithelial,0.4002700677,0.09005572152,1276935
chr13,iDNA-ABT,Ovary-Epithelial,0.3394519552,0.08837156698,800565
chr14,iDNA-ABT,Ovary-Epithelial,0.4090818039,0.09189029746,849188
